Entity,Code,Year,Renewables (% equivalent primary energy),Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh,Electricity from wind (TWh)_x,Electricity from hydro (TWh)_x,Electricity from solar (TWh)_x,Other renewables including bioenergy (TWh),Renewables (% electricity),Electricity from hydro (TWh)_y,Hydro (% equivalent primary energy),Hydro (% electricity),Electricity from wind (TWh)_y,Wind (% equivalent primary energy),Wind (% electricity),Electricity from solar (TWh)_y,Solar (% equivalent primary energy),Solar (% electricity),Biofuels Production - TWh - Total
Sri Lanka,LKA,1971,12.125497,0.0,0.0,0.0,0.8255,0.0,0.8255,0.0,0.0,,0.8255,12.125497,,0.0,0.0,,0.0,0.0,,
Sri Lanka,LKA,1972,11.86213,0.0,0.0,0.0,0.8471,0.0,0.8471,0.0,0.0,,0.8471,11.86213,,0.0,0.0,,0.0,0.0,,
Sri Lanka,LKA,1973,9.413183,0.0,0.0,0.0,0.6957,0.0,0.6957,0.0,0.0,,0.6957,9.413183,,0.0,0.0,,0.0,0.0,,
Sri Lanka,LKA,1974,15.722433,0.0,0.0,0.0,0.9976,0.0,0.9976,0.0,0.0,,0.9976,15.722433,,0.0,0.0,,0.0,0.0,,
Sri Lanka,LKA,1975,16.26267,0.0,0.0,0.0,1.0766,0.0,1.0766,0.0,0.0,,1.0766,16.26267,,0.0,0.0,,0.0,0.0,,
Sri Lanka,LKA,1976,17.044489,0.0,0.0,0.0,1.1095,0.0,1.1095,0.0,0.0,,1.1095,17.044489,,0.0,0.0,,0.0,0.0,,
Sri Lanka,LKA,1977,17.357145,0.0,0.0,0.0,1.2139,0.0,1.2139,0.0,0.0,,1.2139,17.357145,,0.0,0.0,,0.0,0.0,,
Sri Lanka,LKA,1978,18.628532,0.0,0.0,0.0,1.3663,0.0,1.3663,0.0,0.0,,1.3663,18.628532,,0.0,0.0,,0.0,0.0,,
Sri Lanka,LKA,1979,18.950075,0.0,0.0,0.0,1.4618,0.0,1.4618,0.0,0.0,,1.4618,18.950075,,0.0,0.0,,0.0,0.0,,
Sri Lanka,LKA,1980,19.017767,0.0,0.0,0.0,1.4801,0.0,1.4801,0.0,0.0,,1.4801,19.017767,,0.0,0.0,,0.0,0.0,,
Sri Lanka,LKA,1981,19.232897,0.0,0.0,0.0,1.5716,0.0,1.5716,0.0,0.0,,1.5716,19.232897,,0.0,0.0,,0.0,0.0,,
Sri Lanka,LKA,1982,18.261444,0.0,0.0,0.0,1.6076,0.0,1.6076,0.0,0.0,,1.6076,18.261444,,0.0,0.0,,0.0,0.0,,
Sri Lanka,LKA,1983,14.019515,0.0,0.0,0.0,1.2172,0.0,1.2172,0.0,0.0,,1.2172,14.019515,,0.0,0.0,,0.0,0.0,,
Sri Lanka,LKA,1984,22.732344,0.0,0.0,0.0,2.0922,0.0,2.0922,0.0,0.0,,2.0922,22.732344,,0.0,0.0,,0.0,0.0,,
Sri Lanka,LKA,1985,27.567667,0.0,0.0,0.0,2.3956,0.0,2.3956,0.0,0.0,97.18459,2.3956,27.567667,97.18459,0.0,0.0,0.0,0.0,0.0,0.0,
Sri Lanka,LKA,1986,28.917849,0.0,0.0,0.0,2.6451,0.0,2.6451,0.0,0.0,99.75111,2.6451,28.917849,99.75111,0.0,0.0,0.0,0.0,0.0,0.0,
Sri Lanka,LKA,1987,23.145031,0.0,0.0,0.0,2177,0.0,2177,0.0,0.0,80.41519,2177,23.145031,80.41519,0.0,0.0,0.0,0.0,0.0,0.0,
Sri Lanka,LKA,1988,27.9051,0.0,0.0,0.0,2.5967,0.0,2.5967,0.0,0.0,92.792305,2.5967,27.9051,92.792305,0.0,0.0,0.0,0.0,0.0,0.0,
Sri Lanka,LKA,1989,30.912357,0.0,0.0,0.0,2.8012,0.0,2.8012,0.0,0.0,98.01603,2.8012,30.912357,98.01603,0.0,0.0,0.0,0.0,0.0,0.0,
Sri Lanka,LKA,1990,31.11434,0.0,0.0,0.0,3.1448,0.0,3.1448,0.0,0.0,99.841255,3.1448,31.11434,99.841255,0.0,0.0,0.0,0.0,0.0,0.0,
Sri Lanka,LKA,1991,30.897804,0.0,0.0,0.0,3.1166,0.0,3.1166,0.0,0.0,92.286285,3.1166,30.897804,92.286285,0.0,0.0,0.0,0.0,0.0,0.0,
Sri Lanka,LKA,1992,26.798069,0.0,0.0,0.0,2.8999,0.0,2.8999,0.0,0.0,81.92502,2.8999,26.798069,81.92502,0.0,0.0,0.0,0.0,0.0,0.0,
Sri Lanka,LKA,1993,32.161766,0.0,0.0,0.0,3796,0.0,3796,0.0,0.0,95.40805,3796,32.161766,95.40805,0.0,0.0,0.0,0.0,0.0,0.0,
Sri Lanka,LKA,1994,31.979883,0.0,0.0,0.0,4.0891,0.0,4.0891,0.0,0.0,93.21542,4.0891,31.979883,93.21542,0.0,0.0,0.0,0.0,0.0,0.0,
Sri Lanka,LKA,1995,32.76565,0.0,0.0,0.0,4.5141,0.0,4.5141,0.0,0.0,94.03553,4.5141,32.76565,94.03553,0.0,0.0,0.0,0.0,0.0,0.0,
Sri Lanka,LKA,1996,22.438143,0.0,0.0,0.0,3.2519,0.0,3.2519,0.0,0.0,71.818214,3.2519,22.438143,71.818214,0.0,0.0,0.0,0.0,0.0,0.0,
Sri Lanka,LKA,1997,23.044756,0.0,0.0,0.0,3.44727,0.0,3.44727,0.0,0.0,67.016136,3.44727,23.044756,67.016136,0.0,0.0,0.0,0.0,0.0,0.0,
Sri Lanka,LKA,1998,24.549494,0.0,0.0,0.0,3.91495,0.0,3.91495,0.0,0.0,68.98116,3.91495,24.549494,68.98116,0.0,0.0,0.0,0.0,0.0,0.0,
Sri Lanka,LKA,1999,24.375671,0.0,0.0,0.0035,4.1774936,0.0035,4.1774936,0.0,0.0,66.56838,4.1774936,24.355244,66.51266,0.0035,0.020428348,0.055725835,0.0,0.0,0.0,
Sri Lanka,LKA,2000,17.715664,0.0,0.000432,0.0034,3.2042077,0.0,3.16,0.01,0.0,49.14729,3.16,17.6945,48.99225,0.0,0.018779065,0.0,0.01,0.00238629,0.15503876,
Sri Lanka,LKA,2001,17.628239,0.0,0.000903096,0.0035,3.1178436,0.0,3.08,0.01,0.0,47.32006,3.08,17.603388,47.16692,0.0,0.019752437,0.0,0.01,0.005098264,0.15313935,
Sri Lanka,LKA,2002,14.758176,0.0,0.001501112,0.003605747,2.7004118,0.0,2.67,0.01,0.0,39.411762,2.67,14.730299,39.264706,0.0,0.019674731,0.0,0.01,0.00820213,0.14705881,
Sri Lanka,LKA,2003,17.510588,0.0,0.002403992,0.003405747,3.3187416,0.0,3.26,0.01,0.0,44.129555,3.26,17.479965,43.994602,0.0,0.017959654,0.0,0.01,0.012662567,0.13495277,
Sri Lanka,LKA,2004,16.025322,0.00012,0.003539072,0.002705747,2.9692228,0.0,2.93,0.01,0.0,37.309643,2.93,15.990964,37.18274,0.0,0.014587946,0.0,0.01,0.019052586,0.12690355,
Sri Lanka,LKA,2005,16.077099,0.00228,0.004615336,0.002405747,3.4595318,0.0,3.42,0.01,0.0,38.409855,3.42,16.032768,38.29787,0.0,0.011149523,0.0,0.01,0.021399891,0.11198208,
Sri Lanka,LKA,2006,19.959389,0.00178,0.00538678,0.002305747,4.643377,0.0,3.85,0.01,0.0,45.897743,3.85,19.917805,45.778835,0.0,0.009882641,0.0,0.01,0.02311533,0.118906066,
Sri Lanka,LKA,2007,16.628553,0.0011,0.00597646,0.002305747,3.956473,0.0,3.91,0.02,0.01,41.430073,3.91,16.588642,41.114616,0.0,0.009679363,0.0,0.02,0.025042776,0.21030493,
Sri Lanka,LKA,2008,18.3665,0.00572,0.006375132,0.003241747,4.139193,0.0,4.09,0.02,0.06,43.347195,4.09,18.295282,42.515594,0.0,0.014331099,0.0,0.02,0.028181579,0.20790021,
Sri Lanka,LKA,2009,17.016684,0.02301,0.006787804,0.003501447,3.8911111,0.0,3.87,0.02,0.06,41.10302,3.87,16.858175,40.270554,0.0,0.01516879,0.0,0.02,0.02938953,0.20811655,
Sri Lanka,LKA,2010,22.894518,0.03251,0.007195476,0.053161446,5.6445594,0.05,5.58,0.02,0.04,54.50192,5.58,22.5048,53.448277,0.05,0.21195428,0.47892722,0.02,0.028689168,0.1915709,
Sri Lanka,LKA,2011,17.231127,0.031626,0.008714148,0.091620445,4.583892,0.09,4.57,0.02,0.04,42.180515,4.57,16.731339,40.84004,0.09,0.3344173,0.8042896,0.02,0.031791616,0.17873101,
Sri Lanka,LKA,2012,12.257574,0.022173,0.01000782,0.14680775,3.3021636,0.15,3.26,0.02,0.05,30.606861,3.26,11.61518,28.671944,0.15,0.5163884,1.3192613,0.02,0.035206646,0.1759015,
Sri Lanka,LKA,2013,24.80347,0.026389,0.01438312,0.23458175,6.9292426,0.23,6.85,0.02,0.04,61.234993,6.85,23.840546,58.747856,0.23,0.80709505,1.9725558,0.02,0.049486123,0.1715266,
Sri Lanka,LKA,2014,15.6329,0.041393,0.02808402,0.27245376,4.5626483,0.27,4.51,0.03,0.08,40.85213,4.51,14.521174,37.67753,0.27,0.8671166,2.2556393,0.03,0.089380585,0.25062656,
Sri Lanka,LKA,2015,18.154892,0.05731,0.04872,0.34321,5.97989,0.34,5.91,0.03,0.08,50.0,5.91,16.858448,46.462265,0.34,0.9675743,2.672956,0.03,0.137351,0.23584905,
Sri Lanka,LKA,2016,12.23384,0.07196,0.08297,0.34487,4.23154,0.34,4.18,0.05,0.13,34.331627,4.18,10.9095745,30.533236,0.34,0.8891291,2.4835646,0.05,0.21390976,0.3652301,
Sri Lanka,LKA,2017,12.293098,67,0.22461,0.36681,4.03136,0.37,3.98,0.11,0.19,31.654188,3.98,10.537182,27.093262,0.37,0.9587689,2.5187204,0.11,0.58708644,0.74880874,
Sri Lanka,LKA,2018,18.060566,0.0871,0.32131,0.32631,6.41146,0.33,6.34,0.23,0.2,47.42819,6.34,16.163015,42.351368,0.33,0.8226135,2.204409,0.23,0.81000876,1.5364062,
Sri Lanka,LKA,2019,14.141156,0.1175,0.5004,0.3482,4.8119,0.35,4.81,0.36,0.25,36.33501,4.81,11.72639,30.289673,0.35,0.8485481,2.2040303,0.36,1.2194529,2.2670026,
Sri Lanka,LKA,2020,15.967422,0.11782192,0.65202206,0.48655945,4.9956613,0.34,4.98,0.44,0.24,38.51091,4.98,12.707037,31.964056,0.34,1.2376198,2.182285,0.44,1.6584927,2.8241336,
Sri Lanka,LKA,2021,21.404533,0.12831242,0.7612115,0.68447256,7.085865,0.37,5.0,0.54,0.26,37.713936,5.0,17.457203,30.562346,0.37,1.6863117,2.2616136,0.54,1.8753705,3.3007336,
Sweden,SWE,1965,34.933456,0.0,0.0,0.0,46423,0.0,46423,0.0,0.0,,46423,34.933456,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1966,32.10004,0.0,0.0,0.0,45489,0.0,45489,0.0,0.0,,45489,32.10004,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1967,33.95441,0.0,0.0,0.0,49286,0.0,49286,0.0,0.0,,49286,33.95441,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1968,31.443342,0.0,0.0,0.0,48739,0.0,48739,0.0,0.0,,48739,31.443342,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1969,26.987406,0.0,0.0,0.0,41.83,0.0,41.83,0.0,0.0,,41.83,26.987406,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1970,25.301186,0.13,0.0,0.0,41489,0.0,41489,0.0,0.13,,41489,25.21589,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1971,31.153437,0.16,0.0,0.0,52012,0.0,52012,0.0,0.16,,52012,31.050323,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1972,31.288212,226,0.0,0.0,53743,0.0,53743,0.0,226,,53743,31.146816,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1973,33.030903,399,0.0,0.0,59872,0.0,59872,0.0,399,,59872,32.794968,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1974,34.125145,357,0.0,0.0,57265,0.0,57265,0.0,357,,57265,33.897015,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1975,32.381832,0.31,0.0,0.0,57648,0.0,57648,0.0,0.31,,57648,32.194935,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1976,29.012697,354,0.0,0.0,54832,0.0,54832,0.0,354,,54832,28.81189,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1977,28.689623,0.36,0.0,0.0,53495,0.0,53495,0.0,0.36,,53495,28.482697,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1978,26.57862,276,0.0,0.0,57753,0.0,57753,0.0,276,,57753,26.442204,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1979,26.679983,347,0.0,0.0,61.08,0.0,61.08,0.0,347,,61.08,26.517353,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1980,27.514145,721,0.0,0.0,58868,0.0,58868,0.0,721,,58868,27.155102,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1981,28.2397,921,0.0,0.0,59753,0.0,59753,0.0,921,,59753,27.777496,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1982,27.447363,1002,0.0,0.0,55066,0.0,55066,0.0,1002,,55066,26.918581,,0.0,0.0,,0.0,0.0,,
Sweden,SWE,1983,32.015358,1447,0.0,3,63544,3,63544,0.0,1447,,63544,31.245771,,3,0.0014735168,,0.0,0.0,,
Sweden,SWE,1984,32.467693,1848,0.0,5,67906,5,67906,0.0,1848,,67906,31.5388,,5,0.0023211136,,0.0,0.0,,
Sweden,SWE,1985,31.184616,1802,0.0,6,70988,6,70988,0.0,1802,53.08152,70988,30.350336,51.76316,6,0.0025664167,0.0043750913,0.0,0.0,0.0,
Sweden,SWE,1986,26.016823,1.98,0.0,6,60933,6,60933,0.0,1.98,45.379406,60933,25.132704,43.94703,6,0.0024759124,0.004327412,0.0,0.0,0.0,
Sweden,SWE,1987,31.165653,1959,0.0,6,71854,6,71854,0.0,1959,50.363983,71854,30.272146,49.02334,6,0.0025289538,0.0040935795,0.0,0.0,0.0,
Sweden,SWE,1988,31.078043,2041,0.0,5,69883,5,69883,0.0,2041,49.18895,69883,30.126038,47.789787,5,0.0021544176,0.0034192712,0.0,0.0,0.0,
Sweden,SWE,1989,32.67113,2189,0.0,5,71.75,5,71.75,0.0,2189,51.676205,71.75,31.627264,50.142914,5,0.002202922,0.0034942797,0.0,0.0,0.0,
Sweden,SWE,1990,32.335453,1943,0.0,6,72509,0.01,72.5,0.0,1.94,51.00014,72.5,31.423817,49.664337,0.01,0.0026014508,0.006850254,0.0,0.0,0.0,0.0
Sweden,SWE,1991,29.826092,1.86,0.0,13,63249,0.01,63.24,0.0,1.86,44.30156,63.24,28.902588,43.02919,0.01,0.005940542,0.0068041096,0.0,0.0,0.0,0.0
Sweden,SWE,1992,34.725967,2.01,0.0,31,74364,0.03,74.33,0.0,2.01,52.333317,74.33,33.727757,50.935383,0.03,0.014060035,0.020557802,0.0,0.0,0.0,0.0
Sweden,SWE,1993,35.322853,2171,1,52,74647,0.05,74.65,0.0,2.17,52.91891,74.65,34.224022,51.390614,0.05,0.02384085,0.034421038,0.0,0.00045653313,0.0,0.0
Sweden,SWE,1994,28.229177,2229,1,75,59097,0.07,59.1,0.0,2.23,43.027332,59.1,27.09124,41.415558,0.07,0.034381486,0.04905396,0.0,0.00045647507,0.0,0.0
Sweden,SWE,1995,32.06243,2354,1,105,68096,0.1,68.1,0.0,2.35,47.578903,68.1,30.862635,45.926624,0.1,0.047588363,0.06743998,0.0,0.00045129968,0.0,0.0
Sweden,SWE,1996,25.265974,2118,1,144,51.74,0.14,51.74,0.0,2.12,38.404095,51.74,24.131914,36.796814,0.14,0.06716265,0.09956618,0.0,0.0004644286,0.0,0.0
Sweden,SWE,1997,32.551292,2773,1,203,69056,0.2,69.06,0.0,2.77,48.274235,69.06,31.110737,46.28376,0.2,0.091454476,0.13403927,0.0,0.0004486033,0.0,0.0
Sweden,SWE,1998,32.49207,2.78,1,308,74743,0.32,75.0,0.0,2.78,49.18446,75.0,31.114119,47.232197,0.32,0.12821467,0.20152403,0.0,0.00041451535,0.0,0.0
Sweden,SWE,1999,32.139984,2697,1,358,71691,0.36,71.69,0.0,2.7,48.275642,71.69,30.737734,46.299408,0.36,0.1534936,0.23249806,0.0,0.0004269341,0.0,0.0
Sweden,SWE,2000,38.59571,4098,1,457,78584,0.46,78.58,0.0,4.1,57.247128,78.58,36.338226,54.10728,0.46,0.21132255,0.31673896,0.0,0.0004604508,0.0,0.0
Sweden,SWE,2001,35.828453,3777,2,482,79061,0.48,79.06,0.0,3.78,51.559402,79.06,33.863285,48.923267,0.48,0.20644951,0.2970297,0.0,0.00085857784,0.0,0.16962355
Sweden,SWE,2002,32.522167,4175,2,608,66358,0.61,66.36,0.0,4.18,48.500343,66.36,30.168947,45.235176,0.61,0.27642062,0.4158146,0.0,0.000908603,0.0,0.37980092
Sweden,SWE,2003,27.901482,4.51,2,679,53.54,0.68,53.54,0.0,4.51,43.378387,53.54,25.240177,39.545017,0.68,0.3200986,0.50225276,0.0,0.0009437158,0.0,1.0517358
Sweden,SWE,2004,30.187603,7201,2,0.85,60588,0.86,60.12,0.0,7.2,44.94693,60.12,26.348093,39.63346,0.86,0.36964217,0.56694573,0.0,0.0008677385,0.0,1.9810077
Sweden,SWE,2005,34.73209,7491,2,949,72692,0.94,72.8,0.0,7.49,51.291286,72.8,30.572054,45.968307,0.94,0.39912063,0.59354675,0.0,0.00084046304,0.0,0.41834274
Sweden,SWE,2006,32.33128,8359,2,987,61638,0.98,61.72,0.0,8.36,49.5952,61.72,27.412111,43.076492,0.98,0.43894592,0.68397546,0.0,0.00089002296,0.0,0.47564375
Sweden,SWE,2007,34.59903,9836,3,1.43,66163,1.43,66.16,0.0,9.84,52.029293,66.16,28.80632,44.45639,1.43,0.62259936,0.9608923,0.0,0.0013045141,0.0,0.57034683
Sweden,SWE,2008,36.92847,10337,4,1996,68997,2.0,69.07,0.0,10.34,54.309544,69.07,30.321852,46.077385,2.0,0.8771746,1.3342229,0.0,0.0017593924,0.0,1.540661
Sweden,SWE,2009,39.14199,11.46,7,2485,65414,2.49,65.85,0.01,11.46,58.42606,65.85,31.154072,48.20644,2.49,1.183506,1.8228403,0.01,0.0033349402,0.007320644,2.1265106
Sweden,SWE,2010,38.351444,12192,9,3502,66398,3.49,66.4,0.01,12.19,55.29808,66.4,29.646269,44.728867,3.49,1.5636199,2.35096,0.01,0.0040171556,0.006736275,2.411469
Sweden,SWE,2011,39.861126,11536,13,6078,67064,6.11,66.43,0.01,11.54,55.95555,66.43,30.100601,44.20415,6.11,2.728013,4.065744,0.01,0.0058348402,0.0066542453,2.2329483
Sweden,SWE,2012,43.305737,12194,19,7165,78939,7.16,78.93,0.02,12.19,59.063873,78.93,33.174526,47.425346,7.16,3.011129,4.3021092,0.02,0.007984833,0.012017065,2.6494768
Sweden,SWE,2013,38.95485,11.45,35,9842,61361,9.84,61.36,0.04,11.45,54.035156,61.36,27.358225,40.096714,9.84,4.3881235,6.430112,0.04,0.015605006,0.026138665,2.646395
Sweden,SWE,2014,40.648502,10696,47,11234,63763,11.23,63.76,0.05,10.7,55.83849,63.76,28.389797,41.523933,11.23,5.0018187,7.3135786,0.05,0.020926233,0.032562684,2.6483138
Sweden,SWE,2015,46.599625,10765,97,16268,75312,16.32,75.31,0.1,10.77,63.271606,75.31,32.243637,46.487656,16.32,6.964885,10.074074,0.1,0.04152901,0.061728396,2.544423
Sweden,SWE,2016,42.0827,11.488078,143,15479,62018,15.48,62.02,0.14,11.49,57.17493,62.02,26.881958,39.784462,15.48,6.7094364,9.9300785,0.14,0.061983943,0.089806914,2.4066656
Sweden,SWE,2017,43.339447,12076,0.23,17609,64964,17.61,65.14,0.23,12.08,57.88224,65.14,27.115255,39.663887,17.61,7.3498025,10.722767,0.23,0.09599944,0.14004749,2.1583188
Sweden,SWE,2018,42.218502,11913,391,16623,62.05,16.62,62.21,0.41,11.91,55.797012,62.21,26.28328,38.08154,16.62,7.0412083,10.17385,0.41,0.16562068,0.25097942,4.238693
Sweden,SWE,2019,43.813766,13036,663,19847,65207,19.85,65.37,0.68,13.04,58.745995,65.37,26.46185,38.813683,19.85,8.05417,11.786012,0.68,0.26905403,0.40375254,5.001016
Sweden,SWE,2020,51.05897,11177,1035,27526,72141,27.53,72.39,1.05,11.18,68.471825,72.39,30.645115,44.19684,27.53,11.692899,16.80811,1.05,0.43966255,0.64106476,4.891601
Sweden,SWE,2021,50.924007,13.329401,1449,27.306503,71.458435,27.24,73.89,1.53,13.08,67.3808,73.89,29.473484,43.016823,27.24,11.262739,15.858415,1.53,0.5976493,0.890726,7.1293397
Sweden,SWE,2022,,,,,,33.24,69.16,2.34,12.66,68.38304,69.16,,40.284256,33.24,,19.361605,2.34,,1.3630009,
Switzerland,CHE,1965,39.05084,0.0,0.0,0.0,24.097282,0.0,24.097282,0.0,0.0,,24.097282,39.05084,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1966,41.49439,0.0,0.0,0.0,27.518608,0.0,27.518608,0.0,0.0,,27.518608,41.49439,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1967,42.143433,0.0,0.0,0.0,29.850212,0.0,29.850212,0.0,0.0,,29.850212,42.143433,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1968,39.673504,0.0,0.0,0.0,29.515339,0.0,29.515339,0.0,0.0,,29.515339,39.673504,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1969,36.7013,0.0,0.0,0.0,28.24513,0.0,28.24513,0.0,0.0,,28.24513,36.7013,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1970,34.634697,0.0,0.0,0.0,29.172628,0.0,29.172628,0.0,0.0,,29.172628,34.634697,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1971,33.697243,0.0,0.0,0.0,29.043726,0.0,29.043726,0.0,0.0,,29.043726,33.697243,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1972,28.542725,0.0,0.0,0.0,24.234034,0.0,24.234034,0.0,0.0,,24.234034,28.542725,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1973,28.314793,0.0,0.0,0.0,26.586607,0.0,26.586607,0.0,0.0,,26.586607,28.314793,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1974,31.026619,0.0,0.0,0.0,27.850393,0.0,27.850393,0.0,0.0,,27.850393,31.026619,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1975,34.594242,0.0,0.0,0.0,32.23579,0.0,32.23579,0.0,0.0,,32.23579,34.594242,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1976,29.048126,0.0,0.0,0.0,25.849403,0.0,25.849403,0.0,0.0,,25.849403,29.048126,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1977,35.28424,0.0,0.0,0.0,34.88988,0.0,34.88988,0.0,0.0,,34.88988,35.28424,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1978,32.51401,98,0.0,0.0,31.560526,0.0,31.560526,0.0,98,,31.560526,32.405384,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1979,30.90444,287,0.0,0.0,29.68438,0.0,29.68438,0.0,287,,29.68438,30.585205,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1980,32.372673,173,0.0,0.0,33.447933,0.0,33.447933,0.0,173,,33.447933,32.192917,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1981,34.292164,436,0.0,0.0,35.12508,0.0,35.12508,0.0,436,,35.12508,33.83872,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1982,35.782177,0.39,0.0,0.0,35.971413,0.0,35.971413,0.0,0.39,,35.971413,35.368214,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1983,33.554874,396,0.0,0.0,35.06285,0.0,35.06285,0.0,396,,35.06285,33.150684,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1984,29.559744,369,0.0,0.0,29.893864,0.0,29.893864,0.0,369,,29.893864,29.171026,,0.0,0.0,,0.0,0.0,,
Switzerland,CHE,1985,29.6324,365,0.0,0.0,32.05207,0.0,32.05207,0.0,365,57.540207,32.05207,29.27254,56.89233,0.0,0.0,0.0,0.0,0.0,0.0,
Switzerland,CHE,1986,29.059496,458,0.0,0.0,32.90528,0.0,32.90528,0.0,458,58.11356,32.90528,28.629314,57.315796,0.0,0.0,0.0,0.0,0.0,0.0,
Switzerland,CHE,1987,30.830393,511,0.0,0.0,34.674698,0.0,34.674698,0.0,511,58.904114,34.674698,30.347586,58.04865,0.0,0.0,0.0,0.0,0.0,0.0,
Switzerland,CHE,1988,31.572079,513,0.0,0.0,35.79507,0.0,35.79507,0.0,513,59.977894,35.79507,31.091053,59.13046,0.0,0.0,0.0,0.0,0.0,0.0,
Switzerland,CHE,1989,28.203423,529,0.0,0.0,29.77493,0.0,29.77493,0.0,529,55.490753,29.77493,27.672663,54.522083,0.0,0.0,0.0,0.0,0.0,0.0,
Switzerland,CHE,1990,26.99222,438,1,0.0,29.797848,0.0,29.797848,1,438,53.979496,29.797848,26.569715,53.195786,0.0,0.0,0.0,1,0.0008878827,0.0017852226,
Switzerland,CHE,1991,28.263733,436,2,0.0,32.080162,0.0,32.080162,2,436,56.006073,32.080162,27.853329,55.251705,0.0,0.0,0.0,2,0.0017372724,0.0034446027,
Switzerland,CHE,1992,28.394737,485,3,0.0,32.703655,0.0,32.703655,3,485,55.767498,32.703655,27.944786,54.947575,0.0,0.0,0.0,3,0.0025606067,0.005040499,
Switzerland,CHE,1993,31.083035,491,4,0.0,35.781193,0.0,35.781193,4,491,58.932392,35.781193,30.625925,58.12824,0.0,0.0,0.0,4,0.0034252459,0.0064981887,
Switzerland,CHE,1994,32.318325,0.55,5,0.0,39.072556,0.0,39.072556,5,0.55,59.91988,39.072556,31.830553,59.080677,0.0,0.0,0.0,5,0.0040712873,0.0075603803,
Switzerland,CHE,1995,30.77135,574,6,0.0,35.171566,0.0,35.171566,6,574,56.872494,35.171566,30.233532,55.94984,0.0,0.0,0.0,6,0.0051599536,0.009544616,
Switzerland,CHE,1996,26.179201,614,7,1,28.74798,1,28.74798,7,614,51.231163,28.74798,25.582235,50.146187,1,0.0008861041,0.0017443377,7,0.006227808,0.012210364,
Switzerland,CHE,1997,28.93256,658,7,2,34.046455,2,34.046455,7,658,55.186493,34.046455,28.333914,54.126118,2,0.0016651833,0.0031795448,7,0.005824233,0.011128408,
Switzerland,CHE,1998,28.326658,689,8,3,33.475414,3,33.475414,8,689,53.999878,33.475414,27.70203,52.89383,3,0.0024798422,0.0047402396,8,0.0066232774,0.012640639,
Switzerland,CHE,1999,32.331284,749,0.01,3,40.008263,3,40.008263,0.01,749,59.416866,40.008263,31.680716,58.306362,3,0.0023729233,0.0043720743,0.01,0.007918572,0.014573581,
Switzerland,CHE,2000,30.638752,833,11,3,36.837334,0.0,33.85,0.01,0.14,55.06073,33.85,29.897543,54.81781,0.0,0.0024321245,0.0,0.01,0.008927726,0.016194332,
Switzerland,CHE,2001,31.928984,876,13,4,41.32288,0.0,38.29,0.01,0.14,57.69173,38.29,31.197525,57.46661,0.0,0.003019583,0.0,0.01,0.0098145725,0.015008255,
Switzerland,CHE,2002,29.157331,909,15,5,35.171818,0.0,32.32,0.01,0.14,53.11631,32.32,28.340181,52.87093,0.0,0.004025827,0.0,0.01,0.012086454,0.01635858,
Switzerland,CHE,2003,28.983334,0.93,18,5,34.76713,0.0,31.95,0.02,0.14,52.570396,31.95,28.13629,52.308445,0.0,0.004046219,0.0,0.02,0.014567008,0.032743942,
